Company Name,Address,Phone,Mail,Website,Services Text,Services Html,PageUrl
ABBOTTS COUNTRYWIDE LETTINGS,"20 High Street, Kings Lynn, PE30 1BP, Great Britain",01553621555,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									20 High Street, Kings Lynn, PE30 1BP, Great Britain <br>
									
									01553621555
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-10.html
ABBOTTS COUNTRYWIDE,"30-31 Market Place, King'S Lynn, PE31 8HF, Great Britain",01328779243,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									30-31 Market Place, King'S Lynn, PE31 8HF, Great Britain <br>
									
									01328779243
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-28.html
ABBOTTS COUNTRYWIDE,"50 Westgate, Hunstanton, PE36 5EL, Great Britain",01485696013,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									50 Westgate, Hunstanton, PE36 5EL, Great Britain <br>
									
									01485696013
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-25.html
ABBOTTS COUNTRYWIDE,"81 Unthank Road, Norwich, NR2 2PE, Great Britain",01603605639,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									81 Unthank Road, Norwich, NR2 2PE, Great Britain <br>
									
									01603605639
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-26.html
ABBOTTS COUNTRYWIDE,"16 West Street, Rochford, SS4 1AJ, Great Britain",01702272718,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									16 West Street, Rochford, SS4 1AJ, Great Britain <br>
									
									01702272718
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-27.html
ABBOTTS COUNTRYWIDE,"20 Exchange Street, Attleborough, NR17 2AB, Great Britain",01953469279,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									20 Exchange Street, Attleborough, NR17 2AB, Great Britain <br>
									
									01953469279
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-29.html
ABBOTTS COUNTRYWIDE LETTINGS,"17 Duke Street, Chelmsford, CM1 1HP, Great Britain",01245898693,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									17 Duke Street, Chelmsford, CM1 1HP, Great Britain <br>
									
									01245898693
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-11.html
ABBOTTS COUNTRYWIDE LETTINGS,"46 The Broadway, Leigh On Sea, SS9 1AG, Great Britain",01702272709,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									46 The Broadway, Leigh On Sea, SS9 1AG, Great Britain <br>
									
									01702272709
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-12.html
ABBOTTS COUNTRYWIDE,"9 Victoria Road, Norwich, NR8 6NU, Great Britain",01603866988,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									9 Victoria Road, Norwich, NR8 6NU, Great Britain <br>
									
									01603866988
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-30.html
ABBOTTS COUNTRYWIDE,"100-102 High Street, Newmarket, CB8 8JP, Great Britain",01638280179,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									100-102 High Street, Newmarket, CB8 8JP, Great Britain <br>
									
									01638280179
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-36.html
ABBOTTS COUNTRYWIDE,"26 Market Hill, Sudbury, CO10 2EN, Great Britain",01787327000,Nas@fennwright.co.uk,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									26 Market Hill, Sudbury, CO10 2EN, Great Britain <br>
									
										<a href=""mailto:Nas@fennwright.co.uk"" target=""_top"">Nas@fennwright.co.uk</a> <br>
									
									01787327000
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-32.html
ABBOTTS COUNTRYWIDE,"60 Regent Street, Cambridge, CB2 1DP, Great Britain",01223258382,,//www.abbotts.co.uk,"['Residential Property Management', 'Residential Lettings', 'Residential Sales']","
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									60 Regent Street, Cambridge, CB2 1DP, Great Britain <br>
									
									01223258382
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Property Management</li>
										
											<li>Residential Lettings</li>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-31.html
ABBOTTS COUNTRYWIDE,"30 Market Place, Dereham, NR19 2AP, Great Britain",01362609159,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									30 Market Place, Dereham, NR19 2AP, Great Britain <br>
									
									01362609159
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-33.html
ABBOTTS COUNTRYWIDE,"60 High Street, Woodbridge, IP13 0QX, Great Britain",01728469431,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									60 High Street, Woodbridge, IP13 0QX, Great Britain <br>
									
									01728469431
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-34.html
ABBOTTS COUNTRYWIDE,"128 High Street, Rayleigh, SS6 7BU, Great Britain",01268912328,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									128 High Street, Rayleigh, SS6 7BU, Great Britain <br>
									
									01268912328
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-35.html
ABBOTTS COUNTRYWIDE LETTINGS,"53 Southernhay, Basildon, SS14 1EU, Great Britain",01268350194,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									53 Southernhay, Basildon, SS14 1EU, Great Britain <br>
									
									01268350194
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-13.html
ABBOTTS COUNTRYWIDE,"229 High Street, Epping, CM16 4BP, Great Britain",01992827161,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									229 High Street, Epping, CM16 4BP, Great Britain <br>
									
									01992827161
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-39.html
ABBOTTS COUNTRYWIDE LETTINGS,"3 Butter Close, Ipswich, IP1 1BB, Great Britain",01473200496,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									3 Butter Close, Ipswich, IP1 1BB, Great Britain <br>
									
									01473200496
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-15.html
ABBOTTS COUNTRYWIDE,"Aldeby House, Market Place, Bungay, NR35 1EG, Great Britain",01986749137,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									Aldeby House, Market Place, Bungay, NR35 1EG, Great Britain <br>
									
									01986749137
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-41.html
ABBOTTS COUNTRYWIDE LETTINGS,"139 Hamilton Road, Felixstowe, IP11 7BL, Great Britain",01394300498,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									139 Hamilton Road, Felixstowe, IP11 7BL, Great Britain <br>
									
									01394300498
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-16.html
ABBOTTS COUNTRYWIDE,"12 Forehill, Ely, CB7 4AF, Great Britain",01353809307,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									12 Forehill, Ely, CB7 4AF, Great Britain <br>
									
									01353809307
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-42.html
ABBOTTS COUNTRYWIDE,"25 High Street, Wickford, SS12 9AE, Great Britain",01268912323,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									25 High Street, Wickford, SS12 9AE, Great Britain <br>
									
									01268912323
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-38.html
ABBOTTS COUNTRYWIDE,"154 The Broadway, Southend-On-Sea, SS1 3ES, Great Britain",01702272719,,http://www.abbotts.co.uk/,"['Residential Lettings', 'Residential Sales', 'Inventory']","
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									154 The Broadway, Southend-On-Sea, SS1 3ES, Great Britain <br>
									
									01702272719
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
											<li>Residential Sales</li>
										
											<li>Inventory</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-40.html
ABBOTTS COUNTRYWIDE LETTINGS,"67 Station Road, Clacton-On-Sea, CO15 1SB, Great Britain",01255407203,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									67 Station Road, Clacton-On-Sea, CO15 1SB, Great Britain <br>
									
									01255407203
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-14.html
ABBOTTS COUNTRYWIDE,"15 Market Place, Wymondham, NR18 0AX, Great Britain",01953469280,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									15 Market Place, Wymondham, NR18 0AX, Great Britain <br>
									
									01953469280
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-37.html
ABBOTTS COUNTRYWIDE LETTINGS,"149 High Street, Gorleston, Great Yarmouth, NR31 6RB, Great Britain",01493688645,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									149 High Street, Gorleston, Great Yarmouth, NR31 6RB, Great Britain <br>
									
									01493688645
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-17.html
ABBOTTS COUNTRYWIDE,"141 Hamilton Road, Felixstowe, IP11 7BL, Great Britain",01394300719,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									141 Hamilton Road, Felixstowe, IP11 7BL, Great Britain <br>
									
									01394300719
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-44.html
ABBOTTS COUNTRYWIDE,"20 High Street, King'S Lynn, PE30 1BP, Great Britain",01553621554,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									20 High Street, King'S Lynn, PE30 1BP, Great Britain <br>
									
									01553621554
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-45.html
ABBOTTS COUNTRYWIDE,"25 New Market, Beccles, NR34 9HE, Great Britain",01502541300,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									25 New Market, Beccles, NR34 9HE, Great Britain <br>
									
									01502541300
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-46.html
ABBOTTS COUNTRYWIDE,"22 High Street, Thetford, IP25 6AE, Great Britain",01953469281,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									22 High Street, Thetford, IP25 6AE, Great Britain <br>
									
									01953469281
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-47.html
